Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Image_14482-1.jpg (red),1037,34624.059,33.389,10.474,23.604,0.705,0.845,8.681,804.473,595.806,100.679,5.461
