 ,Label,Area,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
47,Process_329_T0025.tif (red),1228.6,222.4,0.3,55.7,1067,590,58.1,37.9,1.5,0.6,0.8
48,Process_329_T0025.tif (red),139.6,45.4,0.9,15.6,580,478,107.0,12.0,1.2,0.8,0.9
49,Process_329_T0025.tif (red),168.0,55.0,0.7,21.2,976,498,145.4,13.7,1.5,0.7,1.0
50,Process_329_T0025.tif (red),521.9,102.6,0.6,29.8,577,571,55.2,24.7,1.1,0.9,0.9
51,Process_329_T0025.tif (red),365.0,73.0,0.9,24.3,664,564,64.7,19.6,1.2,0.8,1.0
52,Process_329_T0025.tif (red),393.9,75.8,0.9,24.1,766,553,35.9,21.8,1.1,0.9,1.0
53,Process_329_T0025.tif (red),162.4,51.5,0.8,17.6,922,552,75.0,12.0,1.5,0.7,0.9
54,Process_329_T0025.tif (red),716.9,120.4,0.6,47.4,527,632,81.9,18.4,2.7,0.4,0.9
55,Process_329_T0025.tif (red),247.1,63.0,0.8,20.6,724,560,40.1,15.4,1.2,0.8,1.0
56,Process_329_T0025.tif (red),246.7,64.8,0.7,21.0,865,552,14.9,17.3,1.2,0.8,0.9
57,Process_329_T0025.tif (red),264.6,76.5,0.6,24.7,1138,529,119.1,14.5,1.5,0.7,0.9
58,Process_329_T0025.tif (red),247.8,69.1,0.7,23.4,968,551,22.9,15.8,1.4,0.7,0.9
59,Process_329_T0025.tif (red),392.0,98.3,0.5,29.4,823,603,59.5,21.4,1.2,0.8,0.8
60,Process_329_T0025.tif (red),160.1,54.3,0.7,20.5,1026,551,133.4,11.8,1.7,0.6,0.9
61,Process_329_T0025.tif (red),616.4,97.8,0.8,35.3,455,623,49.8,23.9,1.5,0.7,1.0
62,Process_329_T0025.tif (red),949.4,122.6,0.8,40.4,616,647,67.7,31.5,1.3,0.8,1.0
63,Process_329_T0025.tif (red),101.1,41.5,0.7,15.0,971,556,123.7,9.6,1.7,0.6,0.9
64,Process_329_T0025.tif (red),211.8,59.2,0.8,20.8,900,567,144.7,15.8,1.1,0.9,0.9
65,Process_329_T0025.tif (red),169.4,58.9,0.6,19.7,722,563,152.4,14.1,1.5,0.7,0.8
66,Process_329_T0025.tif (red),171.3,53.4,0.8,20.7,940,563,143.1,13.3,1.4,0.7,1.0
67,Process_329_T0025.tif (red),250.5,77.0,0.5,22.9,858,609,42.1,18.2,1.0,1.0,0.8
68,Process_329_T0025.tif (red),179.1,51.7,0.8,19.5,1013,570,119.3,12.4,1.6,0.6,1.0
69,Process_329_T0025.tif (red),549.7,101.3,0.7,32.3,667,641,56.5,23.8,1.3,0.8,0.9
70,Process_329_T0025.tif (red),89.7,40.2,0.7,15.9,1113,600,49.2,8.2,1.9,0.5,0.9
71,Process_329_T0025.tif (red),142.0,51.0,0.7,18.6,784,585,150.6,12.8,1.3,0.8,0.9
72,Process_329_T0025.tif (red),144.6,67.4,0.4,20.2,1124,624,64.5,11.8,1.7,0.6,0.8
73,Process_329_T0025.tif (red),234.2,68.7,0.6,27.1,732,587,156.6,13.3,2.0,0.5,0.9
74,Process_329_T0025.tif (red),191.3,57.6,0.7,22.7,1050,627,38.3,13.5,1.6,0.6,0.9
75,Process_329_T0025.tif (red),225.4,63.9,0.7,24.5,943,597,146.0,15.2,1.7,0.6,0.9
76,Process_329_T0025.tif (red),83.7,43.0,0.6,16.9,732,595,121.0,8.8,2.0,0.5,0.9
77,Process_329_T0025.tif (red),132.1,44.6,0.8,15.1,996,597,121.5,12.2,1.2,0.8,0.9
78,Process_329_T0025.tif (red),75.8,34.1,0.8,11.7,914,612,32.0,9.9,1.1,0.9,0.9
79,Process_329_T0025.tif (red),112.9,46.4,0.7,16.7,726,640,84.3,10.5,1.8,0.5,0.9
80,Process_329_T0025.tif (red),342.3,79.0,0.7,29.5,1061,646,39.3,18.8,1.6,0.6,0.9
81,Process_329_T0025.tif (red),608.1,107.0,0.7,36.1,557,612,133.6,25.2,1.3,0.8,1.0
82,Process_329_T0025.tif (red),151.0,49.7,0.8,17.7,935,648,80.5,12.6,1.4,0.7,0.9
83,Process_329_T0025.tif (red),600.9,119.4,0.5,38.2,777,650,25.7,22.8,1.6,0.6,0.9
84,Process_329_T0025.tif (red),179.6,55.3,0.7,20.5,855,658,58.2,12.3,1.4,0.7,0.9
85,Process_329_T0025.tif (red),350.4,86.6,0.6,29.3,1124,625,115.1,17.0,1.8,0.6,0.9
86,Process_329_T0025.tif (red),384.8,82.0,0.7,29.0,1001,680,56.1,19.0,1.6,0.6,0.9
87,Process_329_T0025.tif (red),143.6,50.8,0.7,16.2,463,626,122.5,13.8,1.3,0.8,0.9
88,Process_329_T0025.tif (red),95.7,39.5,0.8,14.5,488,664,59.0,10.3,1.5,0.7,0.9
89,Process_329_T0025.tif (red),185.1,52.8,0.8,18.0,957,672,64.0,14.7,1.2,0.9,0.9
90,Process_329_T0025.tif (red),515.0,105.5,0.6,33.8,891,646,143.0,21.5,1.7,0.6,0.9
91,Process_329_T0025.tif (red),126.5,43.3,0.8,14.5,517,673,59.0,11.2,1.2,0.8,1.0
92,Process_329_T0025.tif (red),211.9,55.9,0.9,20.1,736,643,119.7,14.9,1.2,0.8,1.0
93,Process_329_T0025.tif (red),77.8,38.8,0.6,15.0,490,669,43.9,9.9,1.5,0.7,0.9
94,Process_329_T0025.tif (red),226.1,61.5,0.8,22.8,1060,647,146.9,13.8,1.7,0.6,0.9
95,Process_329_T0025.tif (red),220.7,60.9,0.7,20.3,761,687,30.8,16.5,1.2,0.9,0.9
96,Process_329_T0025.tif (red),126.0,46.3,0.7,16.4,852,661,149.5,10.9,1.4,0.7,0.9
97,Process_329_T0025.tif (red),109.0,41.7,0.8,14.1,980,688,76.4,11.7,1.2,0.8,0.9
98,Process_329_T0025.tif (red),225.0,58.4,0.8,20.1,811,669,158.2,13.7,1.4,0.7,1.0
99,Process_329_T0025.tif (red),264.1,67.3,0.7,22.9,701,678,157.6,17.9,1.3,0.8,0.9
100,Process_329_T0025.tif (red),113.6,40.5,0.9,13.7,483,688,25.0,11.2,1.2,0.8,0.9
101,Process_329_T0025.tif (red),341.1,79.0,0.7,25.8,1050,725,47.6,21.7,1.1,0.9,0.9
102,Process_329_T0025.tif (red),583.3,112.3,0.6,32.1,637,745,64.8,23.6,1.3,0.8,0.9
103,Process_329_T0025.tif (red),998.8,134.1,0.7,45.4,557,676,120.8,28.0,1.6,0.6,0.9
104,Process_329_T0025.tif (red),147.9,46.8,0.8,16.5,474,691,118.5,11.2,1.3,0.8,1.0
105,Process_329_T0025.tif (red),232.3,60.4,0.8,21.4,682,693,119.1,14.1,1.5,0.6,1.0
106,Process_329_T0025.tif (red),160.1,49.1,0.8,16.4,1024,695,120.5,12.7,1.3,0.8,0.9
107,Process_329_T0025.tif (red),982.1,137.9,0.6,43.4,791,726,165.0,33.6,1.2,0.8,0.9
108,Process_329_T0025.tif (red),194.6,56.2,0.8,20.3,899,694,140.8,14.8,1.3,0.7,0.9
109,Process_329_T0025.tif (red),221.4,65.5,0.6,24.4,723,729,35.3,14.9,1.4,0.7,0.9
110,Process_329_T0025.tif (red),1140.8,162.6,0.5,48.4,952,820,75.6,33.6,1.4,0.7,0.9
111,Process_329_T0025.tif (red),294.6,67.8,0.8,24.7,502,740,19.7,14.7,1.6,0.6,1.0
112,Process_329_T0025.tif (red),58.4,29.8,0.8,11.0,938,736,37.3,7.4,1.3,0.7,0.9
113,Process_329_T0025.tif (red),108.1,41.4,0.8,15.3,899,720,102.5,9.5,1.5,0.7,0.9
114,Process_329_T0025.tif (red),842.8,127.3,0.7,40.9,1043,799,24.0,33.5,1.3,0.8,0.9
115,Process_329_T0025.tif (red),166.1,50.2,0.8,16.7,462,729,132.0,14.0,1.1,0.9,0.9
116,Process_329_T0025.tif (red),47.3,27.5,0.8,10.0,1024,743,24.4,6.2,1.6,0.6,0.9
117,Process_329_T0025.tif (red),555.4,91.0,0.8,31.2,759,736,123.1,22.4,1.3,0.8,1.0
118,Process_329_T0025.tif (red),156.5,50.2,0.8,16.5,919,763,40.9,13.7,1.0,1.0,0.9
119,Process_329_T0025.tif (red),207.8,63.8,0.6,24.9,1020,744,104.5,9.1,2.6,0.4,1.0
120,Process_329_T0025.tif (red),391.2,76.7,0.8,27.3,480,760,136.8,20.2,1.3,0.8,1.0
121,Process_329_T0025.tif (red),1367.9,147.2,0.8,50.7,618,825,27.8,34.9,1.4,0.7,1.0
122,Process_329_T0025.tif (red),185.3,55.1,0.8,19.6,897,766,148.0,14.7,1.3,0.8,0.9
123,Process_329_T0025.tif (red),208.8,61.3,0.7,19.8,870,772,141.0,16.2,1.1,0.9,0.9
124,Process_329_T0025.tif (red),199.9,56.6,0.8,19.6,834,775,126.4,14.9,1.2,0.8,1.0
125,Process_329_T0025.tif (red),671.6,104.8,0.8,34.4,529,795,158.1,25.4,1.3,0.8,0.9
126,Process_329_T0025.tif (red),241.2,59.9,0.8,20.8,801,799,151.4,15.8,1.3,0.8,0.9
127,Process_329_T0025.tif (red),353.6,74.1,0.8,24.2,731,803,142.0,19.6,1.1,0.9,0.9
128,Process_329_T0025.tif (red),639.8,114.4,0.6,35.4,908,815,152.8,30.1,1.1,0.9,0.9
129,Process_329_T0025.tif (red),193.0,55.6,0.8,19.4,794,811,101.1,14.9,1.2,0.8,0.9
130,Process_329_T0025.tif (red),125.7,46.0,0.7,15.5,973,820,145.9,11.7,1.2,0.8,0.9
131,Process_329_T0025.tif (red),304.9,69.3,0.8,25.2,829,833,166.7,15.4,1.6,0.6,1.0
132,Process_329_T0025.tif (red),386.5,74.9,0.9,25.6,587,834,138.3,21.3,1.1,0.9,1.0
133,Process_329_T0025.tif (red),251.7,61.6,0.8,21.1,696,873,46.6,15.9,1.3,0.8,0.9
134,Process_329_T0025.tif (red),171.8,50.6,0.8,16.6,643,869,22.1,14.8,1.1,0.9,0.9
135,Process_329_T0025.tif (red),263.3,67.5,0.7,23.3,990,893,58.9,17.4,1.2,0.8,0.9
136,Process_329_T0025.tif (red),161.8,56.8,0.6,20.2,889,845,126.6,12.1,1.5,0.7,0.9
137,Process_329_T0025.tif (red),229.9,58.7,0.8,21.4,774,851,119.1,13.7,1.3,0.7,1.0
138,Process_329_T0025.tif (red),427.0,79.1,0.9,27.0,800,862,143.1,21.6,1.0,1.0,1.0
139,Process_329_T0025.tif (red),251.9,70.4,0.6,22.0,571,862,121.9,15.2,1.5,0.7,0.9
140,Process_329_T0025.tif (red),199.5,60.6,0.7,21.5,957,864,124.0,13.0,1.5,0.7,0.9
141,Process_329_T0025.tif (red),169.8,50.0,0.9,16.8,730,898,57.1,14.4,1.0,1.0,0.9
142,Process_329_T0025.tif (red),219.7,57.1,0.8,19.0,856,908,53.9,14.9,1.1,0.9,1.0
143,Process_329_T0025.tif (red),192.3,53.8,0.8,18.3,635,870,127.6,14.7,1.2,0.8,0.9
144,Process_329_T0025.tif (red),81.8,40.3,0.6,14.0,927,884,161.0,10.0,1.5,0.7,0.9
145,Process_329_T0025.tif (red),256.7,68.5,0.7,25.3,988,911,39.7,15.0,1.8,0.6,0.9
146,Process_329_T0025.tif (red),289.6,76.5,0.6,24.8,680,877,121.3,14.5,1.6,0.6,0.9
147,Process_329_T0025.tif (red),157.4,48.7,0.8,16.8,894,885,130.0,13.2,1.1,0.9,0.9
148,Process_329_T0025.tif (red),183.4,52.8,0.8,18.0,600,896,146.3,14.3,1.1,0.9,0.9
149,Process_329_T0025.tif (red),404.8,81.3,0.8,27.8,734,933,31.6,19.5,1.3,0.7,0.9
150,Process_329_T0025.tif (red),525.6,92.9,0.8,33.6,922,889,130.0,24.0,1.3,0.8,0.9
151,Process_329_T0025.tif (red),275.5,61.8,0.9,20.4,687,929,127.6,17.8,1.1,0.9,1.0
152,Process_329_T0025.tif (red),172.0,52.2,0.8,20.4,725,961,29.2,12.9,1.5,0.7,1.0
