Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Process_311_T0025-1.tif (red),39,42552.126,1091.080,49.169,121.413,0.824,0.965,42.267,758.564,615.769,59.352,30.196
