 ,Label,Area,Mean,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
229,Image_14456-1.jpg (red)-1,12.275,255,13.466,0.851,5.21,401,243,28.61,3.588,1.303,0.768,0.871
230,Image_14456-1.jpg (red)-1,21.611,255,17.683,0.869,6.574,480,249,55.305,4.675,1.397,0.716,0.887
231,Image_14456-1.jpg (red)-1,38.727,255,23.403,0.889,8.419,581,238,147.095,6.653,1.166,0.858,0.929
232,Image_14456-1.jpg (red)-1,70.366,255,38.003,0.612,13.286,148,266,69.864,6.84,2.017,0.496,0.895
233,Image_14456-1.jpg (red)-1,20.92,255,17.136,0.895,6.455,51,252,75.069,4.158,1.427,0.701,0.924
234,Image_14456-1.jpg (red)-1,26.971,255,20.522,0.805,7.117,277,239,96.71,6.116,1.127,0.887,0.881
235,Image_14456-1.jpg (red)-1,17.635,255,16.061,0.859,5.997,604,248,33.69,4.247,1.4,0.714,0.895
236,Image_14456-1.jpg (red)-1,69.847,255,35.348,0.702,12.667,172,268,66.801,7.484,1.746,0.573,0.886
237,Image_14456-1.jpg (red)-1,11.584,255,12.978,0.864,5.259,665,240,108.435,3.326,1.581,0.633,0.893
238,Image_14456-1.jpg (red)-1,12.794,255,13.121,0.934,5.075,245,241,124.992,3.742,1.143,0.875,0.919
239,Image_14456-1.jpg (red)-1,123.097,255,50.821,0.599,16.237,523,253,166.675,10.256,1.508,0.663,0.9
240,Image_14456-1.jpg (red)-1,39.073,255,25.755,0.74,9.081,338,248,164.055,5.968,1.332,0.751,0.886
241,Image_14456-1.jpg (red)-1,30.083,255,21.294,0.834,8.03,21,255,21.251,4.99,1.469,0.681,0.921
242,Image_14456-1.jpg (red)-1,96.818,255,38.128,0.837,13.409,208,274,60.255,9.148,1.316,0.76,0.952
243,Image_14456-1.jpg (red)-1,17.462,255,16.061,0.851,5.997,232,246,123.69,4.076,1.471,0.68,0.902
244,Image_14456-1.jpg (red)-1,16.424,255,16.061,0.8,6.574,323,246,124.695,4.116,1.549,0.645,0.905
245,Image_14456-1.jpg (red)-1,70.366,255,35.205,0.713,13.639,389,247,127.569,8.131,1.751,0.571,0.89
246,Image_14456-1.jpg (red)-1,24.032,255,19.245,0.815,7.368,401,254,16.39,4.922,1.502,0.666,0.871
247,Image_14456-1.jpg (red)-1,62.413,255,34.861,0.645,12.91,568,246,104.931,7.228,2.019,0.495,0.845
248,Image_14456-1.jpg (red)-1,57.745,255,34.92,0.595,13.847,702,246,131.348,6.061,2.58,0.388,0.829
249,Image_14456-1.jpg (red)-1,13.485,255,13.566,0.921,5.024,376,250,155.556,4.158,1.281,0.78,0.886
250,Image_14456-1.jpg (red)-1,69.501,255,35.164,0.706,12.236,92,250,99.782,7.835,1.661,0.602,0.876
251,Image_14456-1.jpg (red)-1,38.727,255,26.931,0.671,9.883,726,261,14.621,6.237,1.818,0.55,0.819
252,Image_14456-1.jpg (red)-1,125.345,255,46.907,0.716,15.652,25,265,163.009,11.144,1.277,0.783,0.915
253,Image_14456-1.jpg (red)-1,22.648,255,17.867,0.892,6.705,115,254,150.255,4.574,1.391,0.719,0.939
254,Image_14456-1.jpg (red)-1,16.252,255,15.818,0.816,5.655,63,254,126.027,4.284,1.391,0.719,0.874
255,Image_14456-1.jpg (red)-1,13.831,255,14.154,0.868,5.058,265,259,9.462,4.158,1.134,0.882,0.86
256,Image_14456-1.jpg (red)-1,75.38,255,36.524,0.71,12.342,604,279,57.381,9.445,1.349,0.741,0.86
257,Image_14456-1.jpg (red)-1,14.696,255,14.541,0.873,5.421,130,256,122.471,3.742,1.311,0.763,0.904
258,Image_14456-1.jpg (red)-1,65.525,255,36.399,0.622,14.162,666,258,130.236,6.433,2.423,0.413,0.844
259,Image_14456-1.jpg (red)-1,60.857,255,31.963,0.749,11.157,425,259,116.565,7.484,1.562,0.64,0.897
260,Image_14456-1.jpg (red)-1,10.028,255,11.559,0.943,4.158,288,260,126.87,3.682,1.122,0.892,0.879
261,Image_14456-1.jpg (red)-1,32.849,255,23.747,0.732,9.232,451,273,35.838,5.764,1.619,0.618,0.898
262,Image_14456-1.jpg (red)-1,12.794,255,13.466,0.887,5.405,193,260,112.62,3.326,1.537,0.651,0.902
263,Image_14456-1.jpg (red)-1,34.059,255,21.639,0.914,7.734,243,274,36.254,6.237,1.102,0.908,0.938
264,Image_14456-1.jpg (red)-1,24.377,255,19.69,0.79,6.858,315,266,165.964,5.535,1.21,0.826,0.852
265,Image_14456-1.jpg (red)-1,23.686,255,20.077,0.738,7.588,628,267,9.462,4.182,1.871,0.535,0.875
266,Image_14456-1.jpg (red)-1,13.658,255,14.154,0.857,5.259,76,266,161.565,4.158,1.226,0.815,0.873
267,Image_14456-1.jpg (red)-1,91.113,255,42.505,0.634,16.147,743,270,145.491,8.569,2.172,0.46,0.828
268,Image_14456-1.jpg (red)-1,54.287,255,30.602,0.728,10.286,337,266,104.036,8.233,1.375,0.728,0.865
269,Image_14456-1.jpg (red)-1,45.643,255,26.1,0.842,9.129,347,281,30.069,7.177,1.197,0.836,0.917
270,Image_14456-1.jpg (red)-1,51.867,255,32.912,0.602,12.342,585,269,147.381,6.797,1.828,0.547,0.815
271,Image_14456-1.jpg (red)-1,82.641,255,38.876,0.687,14.806,520,270,128.157,7.32,2.138,0.468,0.898
272,Image_14456-1.jpg (red)-1,50.829,255,31.089,0.661,11.417,146,284,33.111,6.099,1.974,0.507,0.871
273,Image_14456-1.jpg (red)-1,86.618,255,39.322,0.704,14.162,490,295,49.764,9.295,1.693,0.591,0.862
274,Image_14456-1.jpg (red)-1,66.044,255,38.977,0.546,16.05,104,287,16.557,5.373,3.249,0.308,0.89
275,Image_14456-1.jpg (red)-1,68.291,255,36.886,0.631,15.34,225,274,147.171,6.197,2.79,0.358,0.862
276,Image_14456-1.jpg (red)-1,18.153,255,16.263,0.863,6.333,175,280,23.199,4.35,1.487,0.673,0.882
277,Image_14456-1.jpg (red)-1,84.543,255,41.27,0.624,15.674,264,273,158.199,7.383,2.394,0.418,0.879
278,Image_14456-1.jpg (red)-1,12.102,255,13.466,0.839,5.579,461,279,26.565,3.156,1.928,0.519,0.881
279,Image_14456-1.jpg (red)-1,17.116,255,16.507,0.789,5.469,316,273,98.746,4.912,1.156,0.865,0.839
280,Image_14456-1.jpg (red)-1,53.077,255,31.19,0.686,10.269,706,275,148.241,8.253,1.209,0.827,0.865
281,Image_14456-1.jpg (red)-1,115.317,255,44.269,0.739,14.523,379,297,13.241,11.216,1.292,0.774,0.897
282,Image_14456-1.jpg (red)-1,11.065,255,12.634,0.871,5.325,203,285,51.34,3.234,1.568,0.638,0.901
283,Image_14456-1.jpg (red)-1,37.517,255,23.118,0.882,8.073,363,286,11.889,6.694,1.147,0.872,0.902
284,Image_14456-1.jpg (red)-1,43.568,255,25.411,0.848,8.898,565,280,142.595,6.837,1.183,0.845,0.915
285,Image_14456-1.jpg (red)-1,30.429,255,21.454,0.831,8.409,636,276,98.531,5.764,1.412,0.708,0.896
286,Image_14456-1.jpg (red)-1,30.429,255,24.579,0.633,8.889,662,276,100.784,5.779,1.72,0.581,0.796
287,Image_14456-1.jpg (red)-1,27.317,255,22.042,0.707,7.812,689,289,25.201,5.207,1.528,0.655,0.829
288,Image_14456-1.jpg (red)-1,16.943,255,17.481,0.697,7.081,545,289,40.236,4.091,1.609,0.621,0.856
289,Image_14456-1.jpg (red)-1,15.387,255,16.994,0.67,5.953,469,279,167.905,4.087,1.392,0.719,0.809
290,Image_14456-1.jpg (red)-1,10.028,255,12.39,0.821,4.649,169,290,63.435,3.347,1.456,0.687,0.847
291,Image_14456-1.jpg (red)-1,47.545,255,26.545,0.848,8.957,611,283,158.199,7.626,1.086,0.921,0.903
292,Image_14456-1.jpg (red)-1,40.283,255,27.561,0.666,10.795,461,306,74.358,5.405,2.171,0.461,0.878
293,Image_14456-1.jpg (red)-1,65.871,255,34.617,0.691,12.896,33,313,69.228,8.681,1.495,0.669,0.865
294,Image_14456-1.jpg (red)-1,20.92,255,18.212,0.793,6.82,138,284,127.569,4.512,1.337,0.748,0.89
295,Image_14456-1.jpg (red)-1,46.853,255,26.83,0.818,10.269,432,284,111.371,6.498,1.578,0.634,0.923
296,Image_14456-1.jpg (red)-1,15.387,255,16.162,0.74,5.421,93,285,122.471,4.574,1.198,0.835,0.848
297,Image_14456-1.jpg (red)-1,31.12,255,22.084,0.802,7.889,300,289,161.565,5.545,1.416,0.706,0.882
298,Image_14456-1.jpg (red)-1,10.546,255,13.121,0.77,5.405,513,285,112.62,2.785,2.087,0.479,0.871
299,Image_14456-1.jpg (red)-1,19.018,255,16.994,0.828,6.92,730,287,147.265,4.41,1.618,0.618,0.891
300,Image_14456-1.jpg (red)-1,64.833,255,32.77,0.759,12.087,257,292,153.435,7.938,1.49,0.671,0.903
301,Image_14456-1.jpg (red)-1,26.106,255,19.976,0.822,7.081,195,290,130.236,5.108,1.328,0.753,0.91
302,Image_14456-1.jpg (red)-1,16.77,255,15.818,0.842,5.91,325,300,50.711,4.41,1.289,0.776,0.915
303,Image_14456-1.jpg (red)-1,17.116,255,16.406,0.799,6.054,697,289,105.945,4.247,1.513,0.661,0.85
304,Image_14456-1.jpg (red)-1,101.486,255,43.135,0.685,15.255,157,325,72.553,9.742,1.491,0.671,0.868
305,Image_14456-1.jpg (red)-1,25.588,255,21.11,0.722,7.438,218,295,153.435,5.063,1.423,0.703,0.846
306,Image_14456-1.jpg (red)-1,84.716,255,40.498,0.649,14.07,590,319,55.84,8.937,1.424,0.702,0.843
307,Image_14456-1.jpg (red)-1,10.2,255,11.701,0.936,4.649,707,294,153.435,2.911,1.453,0.688,0.937
308,Image_14456-1.jpg (red)-1,23.34,255,20.32,0.71,7.987,773,307,38.66,4.769,1.905,0.525,0.874
309,Image_14456-1.jpg (red)-1,56.016,255,29.141,0.829,10.057,359,311,29.745,8.182,1.255,0.797,0.91
310,Image_14456-1.jpg (red)-1,13.831,255,14.398,0.838,5.075,336,299,145.008,4.41,1.08,0.926,0.879
311,Image_14456-1.jpg (red)-1,35.961,255,23.017,0.853,8.82,405,304,8.13,5.821,1.485,0.673,0.912
312,Image_14456-1.jpg (red)-1,12.621,255,14.297,0.776,5.007,759,304,48.366,3.945,1.15,0.87,0.859
313,Image_14456-1.jpg (red)-1,24.723,255,19.245,0.839,7.262,48,313,66.371,5.405,1.272,0.786,0.905
314,Image_14456-1.jpg (red)-1,75.207,255,34.617,0.789,12.123,490,303,157.834,9.052,1.236,0.809,0.899
315,Image_14456-1.jpg (red)-1,14.35,255,14.743,0.83,5.91,63,300,140.711,3.507,1.78,0.562,0.874
316,Image_14456-1.jpg (red)-1,29.391,255,21.841,0.774,7.644,11,313,45,5.868,1.243,0.805,0.881
317,Image_14456-1.jpg (red)-1,19.882,255,18.312,0.745,7.667,95,313,40.601,3.993,2.027,0.493,0.895
318,Image_14456-1.jpg (red)-1,75.034,255,37.944,0.655,13.537,110,303,169.38,8.087,1.844,0.542,0.901
319,Image_14456-1.jpg (red)-1,19.536,255,17.237,0.826,6.574,179,301,145.305,4.208,1.696,0.59,0.89
320,Image_14456-1.jpg (red)-1,12.448,255,13.566,0.85,4.849,626,303,149.036,4.101,1.177,0.849,0.852
321,Image_14456-1.jpg (red)-1,49.792,255,27.561,0.824,10.269,198,305,148.241,7.447,1.297,0.771,0.916
322,Image_14456-1.jpg (red)-1,37.344,255,23.546,0.846,8.572,287,306,140.906,6.539,1.165,0.858,0.925
323,Image_14456-1.jpg (red)-1,11.756,255,13.566,0.803,5.075,426,304,124.992,4.036,1.277,0.783,0.877
324,Image_14456-1.jpg (red)-1,38.381,255,25.226,0.758,9.081,466,314,15.945,6.468,1.545,0.647,0.844
325,Image_14456-1.jpg (red)-1,228.214,255,59.423,0.812,20.459,737,304,127.569,15.717,1.147,0.872,0.945
326,Image_14456-1.jpg (red)-1,133.125,255,46.562,0.772,15.524,568,305,110.376,12.243,1.164,0.859,0.904
327,Image_14456-1.jpg (red)-1,28.873,255,20.564,0.858,7.644,700,305,112.38,4.974,1.544,0.648,0.905
328,Image_14456-1.jpg (red)-1,11.411,255,12.39,0.934,4.649,666,306,116.565,3.742,1.174,0.851,0.898
329,Image_14456-1.jpg (red)-1,53.596,255,30.157,0.741,10.883,677,306,136.548,6.524,1.66,0.602,0.895
330,Image_14456-1.jpg (red)-1,22.821,255,18.271,0.859,6.574,339,311,161.565,4.998,1.239,0.807,0.866
331,Image_14456-1.jpg (red)-1,34.751,255,23.848,0.768,8.742,387,310,154.654,6.415,1.304,0.767,0.878
332,Image_14456-1.jpg (red)-1,28.008,255,21.983,0.728,7.667,444,320,40.601,5.393,1.554,0.643,0.895
333,Image_14456-1.jpg (red)-1,48.582,255,28.493,0.752,10.601,314,310,154.44,6.653,1.515,0.66,0.906
334,Image_14456-1.jpg (red)-1,66.735,255,35.936,0.649,11.914,533,311,150.751,9.679,1.236,0.809,0.837
335,Image_14456-1.jpg (red)-1,15.214,255,16.507,0.702,7.069,622,312,151.928,3.161,2.373,0.421,0.85
336,Image_14456-1.jpg (red)-1,63.623,255,33.887,0.696,11.157,355,314,153.435,8.672,1.323,0.756,0.858
337,Image_14456-1.jpg (red)-1,27.662,255,23.059,0.654,8.889,518,313,100.784,4.158,2.087,0.479,0.872
338,Image_14456-1.jpg (red)-1,89.038,255,44.798,0.558,12.937,18,318,135,10.578,1.091,0.917,0.885
339,Image_14456-1.jpg (red)-1,24.723,255,19.732,0.798,7.262,48,314,103.241,4.835,1.568,0.638,0.891
340,Image_14456-1.jpg (red)-1,13.831,255,14.743,0.8,5.325,96,314,128.66,4.075,1.454,0.688,0.842
341,Image_14456-1.jpg (red)-1,71.749,255,36.441,0.679,11.761,179,342,81.87,8.462,1.26,0.794,0.901
342,Image_14456-1.jpg (red)-1,52.731,255,30.198,0.727,10.65,231,317,128.66,6.481,1.621,0.617,0.901
343,Image_14456-1.jpg (red)-1,13.485,255,13.222,0.969,4.849,71,324,30.964,4.076,1.166,0.858,0.907
344,Image_14456-1.jpg (red)-1,12.621,255,14.499,0.754,5.143,662,328,75.964,3.742,1.283,0.779,0.849
345,Image_14456-1.jpg (red)-1,52.04,255,28.535,0.803,11.048,251,320,160.201,5.405,1.939,0.516,0.971
346,Image_14456-1.jpg (red)-1,43.914,255,27.377,0.736,10.125,608,319,109.179,5.435,1.911,0.523,0.893
347,Image_14456-1.jpg (red)-1,73.651,255,34.819,0.763,12.123,112,339,30.964,8.967,1.274,0.785,0.885
348,Image_14456-1.jpg (red)-1,83.506,255,37.053,0.764,13.208,675,321,118.179,8.854,1.367,0.731,0.916
349,Image_14456-1.jpg (red)-1,38.381,255,23.504,0.873,8.201,209,326,149.534,6.18,1.292,0.774,0.933
350,Image_14456-1.jpg (red)-1,36.998,255,25.898,0.693,9.996,411,326,135,5.518,2.013,0.497,0.851
351,Image_14456-1.jpg (red)-1,13.14,255,14.743,0.76,5.421,327,336,57.529,3.876,1.553,0.644,0.835
352,Image_14456-1.jpg (red)-1,57.572,255,30.216,0.792,10.527,86,352,80.91,7.375,1.318,0.759,0.911
353,Image_14456-1.jpg (red)-1,112.724,255,43.135,0.761,16.05,494,331,143.427,10.678,1.52,0.658,0.909
354,Image_14456-1.jpg (red)-1,23.513,255,18.8,0.836,7.403,428,341,38.157,4.964,1.543,0.648,0.898
355,Image_14456-1.jpg (red)-1,98.547,255,44.109,0.636,15.674,454,348,21.801,9.563,1.609,0.622,0.868
356,Image_14456-1.jpg (red)-1,59.647,255,30.299,0.816,10.625,343,352,59.421,7.484,1.359,0.736,0.931
357,Image_14456-1.jpg (red)-1,61.203,255,31.333,0.783,12.144,695,331,141.953,8.232,1.475,0.678,0.909
358,Image_14456-1.jpg (red)-1,54.287,255,28.939,0.815,10.227,387,347,26.565,8.262,1.209,0.827,0.897
359,Image_14456-1.jpg (red)-1,10.546,255,12.046,0.913,4.478,142,342,68.199,3.326,1.174,0.851,0.924
360,Image_14456-1.jpg (red)-1,46.507,255,28.553,0.717,9.298,150,339,153.435,8.204,1.068,0.936,0.858
361,Image_14456-1.jpg (red)-1,54.287,255,27.822,0.881,9.381,373,332,102.804,8.232,1.077,0.928,0.925
362,Image_14456-1.jpg (red)-1,28.7,255,22.185,0.733,8.073,259,333,101.889,6.204,1.395,0.717,0.834
363,Image_14456-1.jpg (red)-1,23.167,255,18.312,0.868,6.82,303,334,142.431,5.391,1.278,0.783,0.905
364,Image_14456-1.jpg (red)-1,12.794,255,13.222,0.92,5.594,55,334,131.987,3.528,1.606,0.623,0.914
365,Image_14456-1.jpg (red)-1,53.941,255,28.695,0.823,9.918,779,335,123.024,7.798,1.237,0.808,0.911
366,Image_14456-1.jpg (red)-1,20.747,255,18.556,0.757,7.368,271,343,16.39,3.93,2.025,0.494,0.886
367,Image_14456-1.jpg (red)-1,26.798,255,20.665,0.789,7.403,192,350,38.157,5.019,1.382,0.724,0.878
368,Image_14456-1.jpg (red)-1,28.7,255,21.152,0.806,7.944,206,341,132.879,5.764,1.319,0.758,0.897
369,Image_14456-1.jpg (red)-1,22.821,255,19.001,0.794,6.769,432,353,42.51,5.128,1.321,0.757,0.886
370,Image_14456-1.jpg (red)-1,48.928,255,27.276,0.826,10.065,592,342,141.71,6.574,1.558,0.642,0.925
371,Image_14456-1.jpg (red)-1,100.449,255,39.506,0.809,14.162,534,343,130.236,9.862,1.284,0.779,0.937
372,Image_14456-1.jpg (red)-1,73.824,255,34.273,0.79,12.349,19,349,135,7.933,1.488,0.672,0.924
373,Image_14456-1.jpg (red)-1,88.346,255,35.936,0.86,12.404,618,370,50.44,10.395,1.14,0.877,0.924
374,Image_14456-1.jpg (red)-1,23.859,255,18.859,0.843,7.105,403,348,159.444,4.998,1.446,0.691,0.882
375,Image_14456-1.jpg (red)-1,27.317,255,20.522,0.815,7.889,48,351,161.565,5.207,1.553,0.644,0.908
376,Image_14456-1.jpg (red)-1,38.727,255,25.654,0.739,9.298,656,346,116.565,5.821,1.494,0.669,0.896
377,Image_14456-1.jpg (red)-1,36.998,255,23.445,0.846,8.84,236,347,131.186,6.237,1.193,0.838,0.953
378,Image_14456-1.jpg (red)-1,26.798,255,21.253,0.746,7.105,273,363,69.444,5.785,1.106,0.904,0.849
379,Image_14456-1.jpg (red)-1,43.049,255,25.411,0.838,9.482,561,348,127.875,6.81,1.407,0.711,0.904
380,Image_14456-1.jpg (red)-1,27.317,255,21.597,0.736,8.169,305,357,14.744,4.602,1.928,0.519,0.859
381,Image_14456-1.jpg (red)-1,40.11,255,23.89,0.883,8.316,127,363,36.87,6.653,1.114,0.897,0.93
382,Image_14456-1.jpg (red)-1,13.485,255,16.019,0.66,5.655,489,350,107.103,3.905,1.39,0.72,0.817
383,Image_14456-1.jpg (red)-1,11.411,255,13.709,0.763,5.075,691,350,124.992,3.742,1.239,0.807,0.868
384,Image_14456-1.jpg (red)-1,194.328,255,60.8,0.661,21.562,95,356,129.523,11.239,1.95,0.513,0.917
385,Image_14456-1.jpg (red)-1,19.709,255,17.683,0.792,7.069,164,360,28.072,4.41,1.656,0.604,0.884
386,Image_14456-1.jpg (red)-1,74.342,255,36.482,0.702,13.26,472,355,131.186,8.119,1.784,0.561,0.87
387,Image_14456-1.jpg (red)-1,45.47,255,30.459,0.616,9.572,753,352,145.62,7.85,1.216,0.822,0.819
388,Image_14456-1.jpg (red)-1,53.596,255,31.291,0.688,12.144,430,371,38.047,6.987,2.015,0.496,0.873
389,Image_14456-1.jpg (red)-1,20.228,255,17.724,0.809,6.82,293,356,142.431,4.99,1.269,0.788,0.88
390,Image_14456-1.jpg (red)-1,70.885,255,35.122,0.722,12.99,380,355,129.806,7.235,1.881,0.532,0.89
391,Image_14456-1.jpg (red)-1,13.14,255,14.054,0.836,4.867,780,355,109.983,4.158,1.11,0.901,0.874
392,Image_14456-1.jpg (red)-1,49.619,255,26.973,0.857,9.813,354,356,143.616,7.069,1.232,0.811,0.938
393,Image_14456-1.jpg (red)-1,57.399,255,30.602,0.77,10.658,642,356,110.556,7.553,1.281,0.781,0.881
394,Image_14456-1.jpg (red)-1,94.916,255,45.588,0.574,15.915,220,358,123.275,10.291,1.861,0.537,0.846
395,Image_14456-1.jpg (red)-1,61.376,255,32.022,0.752,10.811,282,381,67.38,7.866,1.286,0.778,0.904
396,Image_14456-1.jpg (red)-1,42.185,255,29.527,0.608,11.768,712,374,32.005,5.393,2.485,0.402,0.83
397,Image_14456-1.jpg (red)-1,29.737,255,22.714,0.724,8.811,180,362,160.71,4.574,1.739,0.575,0.898
398,Image_14456-1.jpg (red)-1,30.601,255,21.496,0.832,7.812,321,377,64.799,6.034,1.197,0.835,0.889
399,Image_14456-1.jpg (red)-1,77.627,255,35.122,0.791,12.721,582,373,168.69,8.233,1.476,0.677,0.917
400,Image_14456-1.jpg (red)-1,114.971,255,42.606,0.796,16.237,37,380,13.325,9.667,1.696,0.59,0.929
401,Image_14456-1.jpg (red)-1,38.9,255,26.788,0.681,8.976,692,373,13.392,6.711,1.114,0.898,0.82
402,Image_14456-1.jpg (red)-1,11.411,255,12.29,0.949,4.498,235,365,146.31,3.742,1.124,0.89,0.923
403,Image_14456-1.jpg (red)-1,17.635,255,17.968,0.686,5.997,416,375,33.69,4.99,1.056,0.947,0.81
404,Image_14456-1.jpg (red)-1,41.148,255,26.788,0.721,10.065,669,364,128.29,5.277,1.966,0.509,0.886
405,Image_14456-1.jpg (red)-1,83.506,255,46.58,0.484,18.803,141,365,125.096,7.038,3.697,0.27,0.784
406,Image_14456-1.jpg (red)-1,25.242,255,19.245,0.856,6.97,201,369,162.646,5.061,1.399,0.715,0.901
407,Image_14456-1.jpg (red)-1,21.092,255,19.447,0.701,8.201,253,366,120.466,3.771,2.327,0.43,0.841
408,Image_14456-1.jpg (red)-1,102.178,255,51.368,0.487,21.238,309,389,23.051,7.624,3.414,0.293,0.837
409,Image_14456-1.jpg (red)-1,11.756,255,13.222,0.845,4.741,515,368,142.125,3.629,1.232,0.811,0.861
410,Image_14456-1.jpg (red)-1,19.018,255,16.548,0.873,5.655,297,368,143.973,4.574,1.123,0.89,0.902
411,Image_14456-1.jpg (red)-1,18.845,255,17.38,0.784,7.069,159,368,151.928,3.811,1.797,0.556,0.883
412,Image_14456-1.jpg (red)-1,83.851,255,36.642,0.785,13.946,75,401,63.435,7.603,1.864,0.537,0.919
413,Image_14456-1.jpg (red)-1,39.073,255,25.612,0.748,9.883,455,381,14.621,5.207,1.919,0.521,0.895
414,Image_14456-1.jpg (red)-1,49.965,255,28.107,0.795,9.734,524,386,19.983,7.314,1.185,0.844,0.899
415,Image_14456-1.jpg (red)-1,17.98,255,18.271,0.677,7.154,557,372,125.538,3.992,1.935,0.517,0.852
416,Image_14456-1.jpg (red)-1,23.859,255,20.564,0.709,7.768,752,390,74.476,4.912,1.697,0.589,0.847
417,Image_14456-1.jpg (red)-1,39.073,255,26.402,0.704,9.298,401,380,169.695,6.417,1.447,0.691,0.861
418,Image_14456-1.jpg (red)-1,40.629,255,26.242,0.741,9.157,433,389,39.472,5.597,1.623,0.616,0.9
419,Image_14456-1.jpg (red)-1,103.734,255,42.404,0.725,15.652,496,377,129.611,9.855,1.78,0.562,0.906
420,Image_14456-1.jpg (red)-1,14.35,255,14.541,0.853,5.325,368,388,38.66,3.999,1.283,0.78,0.888
421,Image_14456-1.jpg (red)-1,288.034,255,89.513,0.452,26.78,592,431,53.842,17.636,1.494,0.669,0.784
422,Image_14456-1.jpg (red)-1,40.11,255,26.444,0.721,9.081,479,401,74.055,6.946,1.155,0.866,0.848
423,Image_14456-1.jpg (red)-1,16.079,255,14.642,0.943,5.655,251,392,36.027,4.41,1.235,0.809,0.899
424,Image_14456-1.jpg (red)-1,30.774,255,21.799,0.814,7.944,544,392,6.009,5.535,1.478,0.677,0.877
425,Image_14456-1.jpg (red)-1,77.8,255,36.726,0.725,13.537,637,389,169.38,7.917,1.798,0.556,0.897
426,Image_14456-1.jpg (red)-1,94.225,255,38.288,0.808,13.056,687,409,52.765,9.484,1.358,0.736,0.928
427,Image_14456-1.jpg (red)-1,37.863,255,23.807,0.84,8.409,172,395,8.531,6.442,1.189,0.841,0.876
428,Image_14456-1.jpg (red)-1,26.452,255,20.564,0.786,7.633,129,388,150.642,5.405,1.278,0.782,0.884
429,Image_14456-1.jpg (red)-1,104.771,255,44.328,0.67,17.409,277,390,130.156,7.719,2.505,0.399,0.904
430,Image_14456-1.jpg (red)-1,13.658,255,13.709,0.913,5.075,298,386,124.992,4.076,1.173,0.852,0.903
431,Image_14456-1.jpg (red)-1,17.808,255,15.919,0.883,5.655,734,390,162.897,4.586,1.207,0.829,0.877
432,Image_14456-1.jpg (red)-1,20.401,255,17.926,0.798,6.361,12,403,78.69,4.56,1.364,0.733,0.864
433,Image_14456-1.jpg (red)-1,25.415,255,20.421,0.766,7.356,38,401,42.709,5.405,1.323,0.756,0.867
434,Image_14456-1.jpg (red)-1,12.621,255,14.642,0.74,5.579,356,395,26.565,3.92,1.463,0.683,0.807
435,Image_14456-1.jpg (red)-1,71.057,255,34.332,0.758,13.39,373,388,126.158,7.407,1.776,0.563,0.895
436,Image_14456-1.jpg (red)-1,66.044,255,32.063,0.807,10.977,416,391,127.304,8.732,1.061,0.943,0.915
437,Image_14456-1.jpg (red)-1,32.157,255,21.496,0.875,7.274,770,400,30.964,6.601,1.115,0.897,0.907
438,Image_14456-1.jpg (red)-1,18.153,255,16.649,0.823,6.82,201,393,142.431,3.905,1.754,0.57,0.901
439,Image_14456-1.jpg (red)-1,40.975,255,28.897,0.617,11.072,710,394,124.287,6.585,1.674,0.597,0.829
440,Image_14456-1.jpg (red)-1,56.535,255,33.139,0.647,12.509,144,422,68.552,5.875,2.369,0.422,0.891
441,Image_14456-1.jpg (red)-1,65.352,255,33.055,0.752,11.311,348,398,143.973,8.606,1.262,0.793,0.89
442,Image_14456-1.jpg (red)-1,51.694,255,29.099,0.767,10.658,527,419,69.444,6.762,1.545,0.647,0.886
443,Image_14456-1.jpg (red)-1,22.648,255,19.245,0.768,7.105,441,396,110.556,4.683,1.51,0.662,0.865
444,Image_14456-1.jpg (red)-1,40.975,255,24.823,0.836,8.995,21,401,146.31,6.74,1.222,0.819,0.905
445,Image_14456-1.jpg (red)-1,10.2,255,11.945,0.898,4.649,399,397,116.565,2.911,1.4,0.714,0.929
446,Image_14456-1.jpg (red)-1,48.755,255,27.905,0.787,9.482,313,418,52.125,7.069,1.186,0.843,0.911
447,Image_14456-1.jpg (red)-1,33.713,255,22.815,0.814,7.987,727,399,141.34,6.631,1.126,0.888,0.905
448,Image_14456-1.jpg (red)-1,18.672,255,16.893,0.822,6.361,97,404,11.31,4.158,1.548,0.646,0.885
449,Image_14456-1.jpg (red)-1,55.325,255,31.736,0.69,11.009,218,412,10.886,7.9,1.365,0.733,0.899
450,Image_14456-1.jpg (red)-1,38.381,255,23.949,0.841,8.073,51,402,145.491,7.056,1.115,0.897,0.897
451,Image_14456-1.jpg (red)-1,13.14,255,14.297,0.808,5.405,245,404,157.38,3.653,1.591,0.629,0.859
452,Image_14456-1.jpg (red)-1,15.041,255,15.675,0.769,5.776,335,401,120.256,3.806,1.531,0.653,0.837
453,Image_14456-1.jpg (red)-1,36.307,255,24.537,0.758,8.572,647,406,140.906,6.269,1.389,0.72,0.861
454,Image_14456-1.jpg (red)-1,38.209,255,24.395,0.807,8.889,188,403,100.784,6.653,1.28,0.781,0.893
455,Image_14456-1.jpg (red)-1,106.673,255,41.43,0.781,14.606,531,419,175.101,10.738,1.246,0.802,0.911
456,Image_14456-1.jpg (red)-1,68.983,255,33.441,0.775,11.775,703,404,132.138,9.374,1.226,0.816,0.916
