 ,Label,Area,Mean,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
693,Image_14456-1.jpg (red)-1,52.904,255,29.325,0.773,10.065,395,594,141.71,7.484,1.158,0.864,0.905
694,Image_14456-1.jpg (red)-1,10.546,255,13.81,0.695,5.259,202,595,161.565,3.326,1.526,0.655,0.808
695,Image_14456-1.jpg (red)-1,26.798,255,19.833,0.856,6.92,235,609,57.265,5.821,1.164,0.859,0.909
696,Image_14456-1.jpg (red)-1,14.177,255,14.6,0.836,5.421,731,595,122.471,3.528,1.51,0.662,0.863
697,Image_14456-1.jpg (red)-1,29.218,255,23.647,0.657,9.204,85,607,18.435,4.574,2.095,0.477,0.849
698,Image_14456-1.jpg (red)-1,37.171,255,23.159,0.871,8.572,466,603,165.964,5.821,1.38,0.725,0.917
699,Image_14456-1.jpg (red)-1,63.969,255,31.576,0.806,10.914,688,610,17.745,7.758,1.392,0.718,0.92
700,Image_14456-1.jpg (red)-1,72.441,255,37.7,0.64,12.836,719,600,114.905,8.056,1.6,0.625,0.9
701,Image_14456-1.jpg (red)-1,58.091,255,31.03,0.758,11.196,171,601,121.329,6.474,1.604,0.623,0.939
702,Image_14456-1.jpg (red)-1,26.106,255,20.118,0.811,7.644,208,611,22.38,4.574,1.692,0.591,0.924
703,Image_14456-1.jpg (red)-1,43.741,255,26.301,0.795,9.381,388,623,77.196,7.056,1.141,0.876,0.886
704,Image_14456-1.jpg (red)-1,26.798,255,20.866,0.773,7.53,747,601,96.34,5.535,1.455,0.687,0.881
705,Image_14456-1.jpg (red)-1,42.877,255,26.1,0.791,9.572,249,606,145.62,6.653,1.348,0.742,0.912
706,Image_14456-1.jpg (red)-1,30.774,255,20.95,0.881,7.403,348,603,141.843,5.821,1.073,0.932,0.942
707,Image_14456-1.jpg (red)-1,18.153,255,15.473,0.953,5.776,541,611,30.256,4.574,1.121,0.892,0.921
708,Image_14456-1.jpg (red)-1,39.592,255,26.343,0.717,9.857,104,620,27.646,6.048,1.656,0.604,0.861
709,Image_14456-1.jpg (red)-1,69.674,255,35.449,0.697,11.739,498,623,22.932,8.368,1.32,0.758,0.882
710,Image_14456-1.jpg (red)-1,17.635,255,16.994,0.767,6.181,487,606,160.346,4.574,1.34,0.746,0.864
711,Image_14456-1.jpg (red)-1,23.513,255,18.758,0.84,6.82,316,608,142.431,4.998,1.368,0.731,0.866
712,Image_14456-1.jpg (red)-1,66.217,255,34.962,0.681,12.721,60,637,78.69,7.81,1.74,0.575,0.856
713,Image_14456-1.jpg (red)-1,19.536,255,18.657,0.705,6.769,83,607,100.62,4.158,1.644,0.608,0.866
714,Image_14456-1.jpg (red)-1,36.48,255,25.612,0.699,10.151,672,609,145.008,5.969,1.736,0.576,0.879
715,Image_14456-1.jpg (red)-1,67.254,255,39.91,0.531,16.307,416,611,160.641,6.223,2.942,0.34,0.829
716,Image_14456-1.jpg (red)-1,10.546,255,12.491,0.849,4.867,608,613,160.017,3.161,1.608,0.622,0.847
717,Image_14456-1.jpg (red)-1,28.7,255,21.496,0.78,7.496,278,614,146.31,6.152,1.29,0.775,0.89
718,Image_14456-1.jpg (red)-1,61.203,255,34.676,0.64,13.62,552,613,148.736,7.25,1.969,0.508,0.853
719,Image_14456-1.jpg (red)-1,139.176,255,51.124,0.669,19.396,121,618,120.964,9.806,2.085,0.48,0.917
720,Image_14456-1.jpg (red)-1,31.466,255,24.294,0.67,8.572,459,615,104.036,5.206,1.808,0.553,0.818
721,Image_14456-1.jpg (red)-1,17.462,255,19.976,0.55,7.154,476,629,54.462,5.042,1.623,0.616,0.721
722,Image_14456-1.jpg (red)-1,22.476,255,19.69,0.728,7.274,373,618,149.036,4.574,1.678,0.596,0.867
723,Image_14456-1.jpg (red)-1,25.761,255,21.152,0.724,7.403,406,633,51.843,5.405,1.095,0.913,0.876
724,Image_14456-1.jpg (red)-1,18.499,255,17.136,0.792,6.237,212,631,36.87,4.881,1.146,0.873,0.892
725,Image_14456-1.jpg (red)-1,63.105,255,32.123,0.769,11.196,337,619,105.068,8.316,1.271,0.787,0.89
726,Image_14456-1.jpg (red)-1,13.485,255,16.994,0.587,6.495,488,619,140.194,3.743,1.835,0.545,0.761
727,Image_14456-1.jpg (red)-1,49.446,255,30.703,0.659,11.47,256,621,133.531,7.557,1.612,0.621,0.836
728,Image_14456-1.jpg (red)-1,76.071,255,38.692,0.639,14.806,302,649,51.843,7.644,2.286,0.437,0.845
729,Image_14456-1.jpg (red)-1,25.588,255,22.714,0.623,8.419,521,631,20.225,4.158,2.283,0.438,0.829
730,Image_14456-1.jpg (red)-1,93.36,255,44.151,0.602,17.957,604,630,174.685,6.963,2.846,0.351,0.9
731,Image_14456-1.jpg (red)-1,19.364,255,18.901,0.681,7.117,219,634,6.71,4.158,1.504,0.665,0.868
732,Image_14456-1.jpg (red)-1,39.246,255,26.26,0.715,9.734,104,625,109.983,5.86,1.751,0.571,0.839
733,Image_14456-1.jpg (red)-1,36.825,255,23.059,0.87,8.368,356,636,26.565,5.821,1.355,0.738,0.928
734,Image_14456-1.jpg (red)-1,13.831,255,13.81,0.911,5.075,424,634,34.992,3.993,1.304,0.767,0.899
735,Image_14456-1.jpg (red)-1,73.824,255,34.088,0.798,12.509,672,640,15.422,9.149,1.311,0.763,0.904
736,Image_14456-1.jpg (red)-1,272.473,255,67.269,0.757,24.001,696,652,14.036,14.969,1.682,0.594,0.93
737,Image_14456-1.jpg (red)-1,39.592,255,28.493,0.613,10.286,187,636,14.036,5.68,2.108,0.474,0.821
738,Image_14456-1.jpg (red)-1,21.957,255,19.001,0.764,6.97,237,632,162.646,4.841,1.367,0.732,0.849
739,Image_14456-1.jpg (red)-1,30.947,255,20.665,0.911,7.496,75,640,19.44,5.821,1.24,0.807,0.918
740,Image_14456-1.jpg (red)-1,35.097,255,22.328,0.885,8.073,157,649,78.111,5.821,1.367,0.732,0.927
741,Image_14456-1.jpg (red)-1,28.008,255,21.841,0.738,7.734,374,630,126.254,5.764,1.232,0.812,0.844
742,Image_14456-1.jpg (red)-1,24.896,255,20.077,0.776,7.734,391,634,143.746,4.841,1.627,0.614,0.881
743,Image_14456-1.jpg (red)-1,96.299,255,38.633,0.811,12.843,492,659,60.945,11.088,1.093,0.914,0.931
744,Image_14456-1.jpg (red)-1,22.648,255,19.043,0.785,6.82,216,648,52.431,4.99,1.213,0.824,0.9
745,Image_14456-1.jpg (red)-1,16.252,255,16.305,0.768,5.953,255,635,102.095,3.742,1.697,0.589,0.858
746,Image_14456-1.jpg (red)-1,181.534,255,52.526,0.827,17.69,568,656,23.552,14.125,1.149,0.87,0.948
747,Image_14456-1.jpg (red)-1,15.906,255,15.23,0.862,5.953,171,637,155.225,3.933,1.514,0.66,0.911
748,Image_14456-1.jpg (red)-1,11.756,255,12.29,0.978,4.498,408,637,123.69,3.742,1.06,0.943,0.938
749,Image_14456-1.jpg (red)-1,48.409,255,31.047,0.631,12.404,47,640,129.56,5.686,2.219,0.451,0.872
750,Image_14456-1.jpg (red)-1,70.539,255,38.674,0.593,13.977,466,639,120.379,8.316,1.699,0.589,0.828
751,Image_14456-1.jpg (red)-1,42.185,255,31.475,0.535,9.482,315,642,142.125,6.423,1.254,0.797,0.891
752,Image_14456-1.jpg (red)-1,65.352,255,33.299,0.741,11.583,351,648,158.962,9.204,1.145,0.873,0.888
753,Image_14456-1.jpg (red)-1,75.725,255,34.214,0.813,12.896,423,654,20.772,7.069,1.759,0.569,0.948
754,Image_14456-1.jpg (red)-1,17.462,255,16.507,0.805,5.836,648,640,94.086,4.835,1.137,0.879,0.849
755,Image_14456-1.jpg (red)-1,48.928,255,27.763,0.798,9.707,262,650,170.134,7.375,1.343,0.745,0.897
756,Image_14456-1.jpg (red)-1,180.669,255,56.97,0.7,20.715,520,643,128.48,14.553,1.424,0.702,0.9
757,Image_14456-1.jpg (red)-1,26.106,255,20.522,0.779,7.262,623,642,103.241,5.531,1.295,0.772,0.858
758,Image_14456-1.jpg (red)-1,94.398,255,39.565,0.758,14.765,180,654,9.728,9.723,1.501,0.666,0.914
759,Image_14456-1.jpg (red)-1,32.33,255,24.781,0.662,10.151,92,645,124.992,5.063,2.311,0.433,0.852
760,Image_14456-1.jpg (red)-1,101.659,255,41.875,0.729,14.876,218,655,153.435,9.996,1.453,0.688,0.909
761,Image_14456-1.jpg (red)-1,20.92,255,17.38,0.87,6.181,111,652,160.346,4.574,1.361,0.735,0.92
762,Image_14456-1.jpg (red)-1,28.7,255,21.454,0.784,8.03,674,651,158.749,5.856,1.399,0.715,0.878
763,Image_14456-1.jpg (red)-1,47.026,255,26.83,0.821,9.742,403,651,129.806,6.837,1.407,0.711,0.924
764,Image_14456-1.jpg (red)-1,25.415,255,21.009,0.724,7.262,144,663,13.241,5.708,1.367,0.732,0.833
765,Image_14456-1.jpg (red)-1,79.01,255,34.558,0.831,12.278,67,675,28.301,9.148,1.243,0.805,0.936
766,Image_14456-1.jpg (red)-1,22.303,255,17.582,0.907,7.069,450,655,118.072,4.704,1.531,0.653,0.921
767,Image_14456-1.jpg (red)-1,83.678,255,36.541,0.788,13.214,111,676,24.146,8.82,1.403,0.713,0.907
768,Image_14456-1.jpg (red)-1,17.635,255,15.574,0.914,5.791,661,670,68.962,4.574,1.319,0.758,0.895
769,Image_14456-1.jpg (red)-1,42.531,255,27.477,0.708,10.395,260,662,143.13,6.174,1.925,0.519,0.845
770,Image_14456-1.jpg (red)-1,14.004,255,13.323,0.991,4.849,610,659,120.964,4.116,1.154,0.866,0.91
771,Image_14456-1.jpg (red)-1,37.863,255,24.377,0.801,8.898,284,660,142.595,6.237,1.259,0.794,0.922
772,Image_14456-1.jpg (red)-1,15.214,255,15.087,0.84,5.655,315,670,17.103,4.116,1.291,0.774,0.876
773,Image_14456-1.jpg (red)-1,16.597,255,16.162,0.798,6.333,670,661,113.199,4.41,1.336,0.749,0.869
774,Image_14456-1.jpg (red)-1,82.468,255,43.135,0.557,15.34,346,664,122.829,8.647,1.914,0.523,0.797
775,Image_14456-1.jpg (red)-1,39.246,255,25.898,0.735,9.344,499,662,122.276,6.237,1.208,0.828,0.888
776,Image_14456-1.jpg (red)-1,82.814,255,38.33,0.708,13.208,567,664,151.821,10.21,1.31,0.763,0.9
777,Image_14456-1.jpg (red)-1,103.906,255,40.741,0.787,13.897,641,663,128.928,10.87,1.229,0.814,0.904
778,Image_14456-1.jpg (red)-1,38.381,255,23.991,0.838,9.344,208,665,122.276,5.871,1.624,0.616,0.925
779,Image_14456-1.jpg (red)-1,65.525,255,31.333,0.839,11.072,375,689,55.713,8.152,1.342,0.745,0.932
780,Image_14456-1.jpg (red)-1,19.882,255,18.312,0.745,7.262,514,673,13.241,4.034,1.828,0.547,0.865
781,Image_14456-1.jpg (red)-1,82.295,255,37.029,0.754,12.236,398,673,170.218,10.585,1.202,0.832,0.869
782,Image_14456-1.jpg (red)-1,14.696,255,15.23,0.796,5.579,156,668,116.565,4.401,1.295,0.772,0.867
783,Image_14456-1.jpg (red)-1,59.647,255,30.014,0.832,11.072,438,668,145.713,7.758,1.426,0.701,0.929
784,Image_14456-1.jpg (red)-1,63.796,255,30.988,0.835,10.625,173,672,149.421,8.316,1.103,0.907,0.938
785,Image_14456-1.jpg (red)-1,85.062,255,37.272,0.769,13.677,332,700,70.463,9.702,1.369,0.731,0.909
786,Image_14456-1.jpg (red)-1,51.694,255,28.653,0.791,9.644,620,692,82.569,8.04,1.119,0.893,0.882
787,Image_14456-1.jpg (red)-1,16.597,255,15.129,0.911,6.181,303,670,132.274,4.208,1.462,0.684,0.928
788,Image_14456-1.jpg (red)-1,10.719,255,12.046,0.928,4.741,141,681,37.875,3.636,1.335,0.749,0.905
789,Image_14456-1.jpg (red)-1,14.35,255,14.986,0.803,5.405,464,688,67.38,4.158,1.329,0.753,0.86
790,Image_14456-1.jpg (red)-1,11.411,255,13.709,0.763,4.741,262,679,127.875,3.742,1.025,0.976,0.868
791,Image_14456-1.jpg (red)-1,20.92,255,18.556,0.763,7.438,472,680,153.435,4.158,1.619,0.618,0.893
792,Image_14456-1.jpg (red)-1,66.562,255,37.07,0.609,12.123,234,705,59.036,9.27,1.266,0.79,0.807
793,Image_14456-1.jpg (red)-1,20.747,255,16.792,0.925,5.997,196,681,146.31,4.99,1.093,0.915,0.938
794,Image_14456-1.jpg (red)-1,29.391,255,20.177,0.907,6.97,592,684,162.646,5.88,1.184,0.845,0.907
795,Image_14456-1.jpg (red)-1,72.441,255,34.273,0.775,12.363,156,681,132.274,9.283,1.328,0.753,0.894
796,Image_14456-1.jpg (red)-1,19.191,255,17.136,0.821,6.574,510,682,124.695,4.574,1.209,0.827,0.888
797,Image_14456-1.jpg (red)-1,13.312,255,14.297,0.818,5.405,275,682,112.62,3.63,1.457,0.686,0.88
798,Image_14456-1.jpg (red)-1,22.13,255,20.421,0.667,7.768,423,686,164.476,4.615,1.664,0.601,0.818
799,Image_14456-1.jpg (red)-1,10.373,255,11.802,0.936,4.341,117,689,163.301,3.326,1.316,0.76,0.902
800,Image_14456-1.jpg (red)-1,30.429,255,21.681,0.813,8.073,527,686,145.491,5.405,1.231,0.813,0.926
801,Image_14456-1.jpg (red)-1,49.619,255,30.258,0.681,10.914,303,711,72.255,7.233,1.538,0.65,0.819
802,Image_14456-1.jpg (red)-1,45.816,255,27.662,0.752,10.328,489,688,139.899,7.044,1.411,0.709,0.886
803,Image_14456-1.jpg (red)-1,73.132,255,38.389,0.624,11.739,251,695,157.068,9.642,1.078,0.927,0.859
804,Image_14456-1.jpg (red)-1,58.782,255,33.299,0.666,13.286,454,694,159.864,6.099,2.353,0.425,0.895
805,Image_14456-1.jpg (red)-1,85.062,255,37.07,0.778,12.667,617,718,66.801,9.554,1.245,0.804,0.904
806,Image_14456-1.jpg (red)-1,53.423,255,30.216,0.735,11.157,652,691,153.435,7.056,1.646,0.608,0.887
807,Image_14456-1.jpg (red)-1,34.059,255,23.159,0.798,8.073,440,711,78.111,5.636,1.428,0.7,0.902
808,Image_14456-1.jpg (red)-1,11.929,255,12.878,0.904,4.741,201,694,127.875,3.742,1.188,0.842,0.902
809,Image_14456-1.jpg (red)-1,24.896,255,20.035,0.779,7.588,377,699,170.538,5.559,1.26,0.793,0.857
810,Image_14456-1.jpg (red)-1,112.724,255,42.363,0.789,14.606,395,703,175.101,11.726,1.238,0.808,0.924
811,Image_14456-1.jpg (red)-1,19.536,255,16.994,0.85,6.347,579,696,148.392,4.204,1.581,0.633,0.89
812,Image_14456-1.jpg (red)-1,41.321,255,25.369,0.807,8.742,559,702,154.654,6.689,1.214,0.824,0.892
813,Image_14456-1.jpg (red)-1,29.737,255,23.504,0.676,7.496,593,704,19.44,6.176,1.202,0.832,0.819
814,Image_14456-1.jpg (red)-1,130.704,255,50.132,0.654,18.544,512,740,70.346,10.682,1.812,0.552,0.883
815,Image_14456-1.jpg (red)-1,15.041,255,15.331,0.804,5.953,551,711,65.225,4.116,1.407,0.711,0.861
816,Image_14456-1.jpg (red)-1,13.312,255,13.222,0.957,5.21,343,701,151.39,3.682,1.428,0.7,0.922
817,Image_14456-1.jpg (red)-1,72.786,255,33.584,0.811,11.65,165,708,145.176,8.807,1.217,0.821,0.902
818,Image_14456-1.jpg (red)-1,67.427,255,33.055,0.775,11.009,219,713,169.114,8.79,1.134,0.882,0.881
819,Image_14456-1.jpg (red)-1,98.201,255,43.337,0.657,14.765,435,721,9.728,10.536,1.406,0.711,0.838
820,Image_14456-1.jpg (red)-1,24.896,255,19.346,0.836,7.368,265,714,163.61,5.296,1.456,0.687,0.881
821,Image_14456-1.jpg (red)-1,38.036,255,25.957,0.709,9.381,300,722,12.804,5.945,1.46,0.685,0.841
822,Image_14456-1.jpg (red)-1,25.069,255,21.253,0.697,7.987,369,711,141.34,4.649,1.867,0.536,0.855
823,Image_14456-1.jpg (red)-1,58.955,255,32.752,0.691,11.907,472,717,167.905,6.913,1.645,0.608,0.883
824,Image_14456-1.jpg (red)-1,63.45,255,31.82,0.787,12.108,323,714,164.055,6.653,1.751,0.571,0.94
825,Image_14456-1.jpg (red)-1,37.863,255,25.268,0.745,9.482,594,713,164.745,6.043,1.55,0.645,0.876
826,Image_14456-1.jpg (red)-1,13.831,255,14.743,0.8,4.867,203,719,160.017,4.158,1.114,0.897,0.889
827,Image_14456-1.jpg (red)-1,12.621,255,13.911,0.82,5.655,386,718,126.027,3.234,1.763,0.567,0.874
828,Image_14456-1.jpg (red)-1,15.041,255,18.514,0.551,7.734,282,721,126.254,3.529,2.868,0.349,0.757
829,Image_14456-1.jpg (red)-1,27.835,255,20.908,0.8,7.154,244,722,125.538,5.917,1.122,0.892,0.885
830,Image_14456-1.jpg (red)-1,93.706,255,38.229,0.806,13.639,185,726,142.431,9.148,1.423,0.703,0.948
831,Image_14456-1.jpg (red)-1,29.564,255,22.613,0.727,8.316,552,725,126.87,4.939,1.537,0.651,0.895
832,Image_14456-1.jpg (red)-1,72.441,255,36.482,0.684,13.409,346,738,7.125,7.251,1.909,0.524,0.887
833,Image_14456-1.jpg (red)-1,86.963,255,44.026,0.564,13.715,388,742,14.036,10.755,1.611,0.621,0.8
834,Image_14456-1.jpg (red)-1,11.756,255,15.23,0.637,5.594,608,726,131.987,4.208,1.386,0.722,0.747
835,Image_14456-1.jpg (red)-1,12.275,255,13.222,0.882,5.024,266,729,114.444,3.742,1.205,0.83,0.893
836,Image_14456-1.jpg (red)-1,61.203,255,33.013,0.706,12.342,322,754,57.381,6.624,1.912,0.523,0.884
837,Image_14456-1.jpg (red)-1,41.148,255,24.294,0.876,8.572,578,729,112.834,6.762,1.229,0.814,0.902
838,Image_14456-1.jpg (red)-1,31.466,255,22.53,0.779,8.771,431,734,148.57,5.074,1.881,0.532,0.879
839,Image_14456-1.jpg (red)-1,20.401,255,18.212,0.773,6.705,530,744,60.255,4.648,1.283,0.78,0.864
840,Image_14456-1.jpg (red)-1,13.485,255,14.054,0.858,5.259,300,735,161.565,3.682,1.547,0.646,0.886
841,Image_14456-1.jpg (red)-1,17.116,255,16.406,0.799,5.655,594,732,126.027,4.602,1.382,0.724,0.835
842,Image_14456-1.jpg (red)-1,42.358,255,26.83,0.739,9.813,623,749,36.384,6.552,1.439,0.695,0.872
843,Image_14456-1.jpg (red)-1,20.055,255,16.406,0.936,5.997,492,747,33.69,4.99,1.144,0.874,0.91
844,Image_14456-1.jpg (red)-1,25.242,255,20.421,0.761,6.92,273,750,32.735,5.997,1.087,0.92,0.859
845,Image_14456-1.jpg (red)-1,40.283,255,25.612,0.772,9.599,238,744,175.03,6.404,1.495,0.669,0.896
846,Image_14456-1.jpg (red)-1,174.445,255,55.442,0.713,18.267,536,759,168.179,14.278,1.035,0.966,0.879
847,Image_14456-1.jpg (red)-1,48.409,255,27.477,0.806,10.125,368,757,19.179,6.883,1.484,0.674,0.875
848,Image_14456-1.jpg (red)-1,177.211,255,60.129,0.616,19.289,478,790,82.569,14.579,1.228,0.815,0.838
849,Image_14456-1.jpg (red)-1,48.236,255,30.115,0.668,12.087,516,746,130.815,5.879,2.257,0.443,0.871
850,Image_14456-1.jpg (red)-1,20.228,255,19.144,0.694,6.97,211,747,162.646,4.331,1.74,0.575,0.821
851,Image_14456-1.jpg (red)-1,83.851,255,37.986,0.73,13.537,412,749,137.49,10.291,1.257,0.796,0.896
852,Image_14456-1.jpg (red)-1,38.727,255,26.688,0.683,9.698,289,748,120.964,6.745,1.484,0.674,0.836
853,Image_14456-1.jpg (red)-1,19.191,255,16.994,0.835,6.92,259,751,122.735,3.993,1.828,0.547,0.902
854,Image_14456-1.jpg (red)-1,13.658,255,14.297,0.84,5.88,307,758,135,4.076,1.338,0.748,0.893
855,Image_14456-1.jpg (red)-1,24.204,255,18.514,0.887,7.069,229,761,151.928,4.835,1.505,0.665,0.909
856,Image_14456-1.jpg (red)-1,29.045,255,20.564,0.863,7.667,318,760,139.399,5.579,1.343,0.745,0.913
857,Image_14456-1.jpg (red)-1,42.012,255,26.242,0.767,9.157,392,772,39.472,6.491,1.308,0.765,0.907
858,Image_14456-1.jpg (red)-1,84.37,255,36.827,0.782,12.721,265,771,168.69,10.125,1.233,0.811,0.875
859,Image_14456-1.jpg (red)-1,53.769,255,28.594,0.826,9.698,370,781,30.964,7.787,1.146,0.873,0.908
860,Image_14456-1.jpg (red)-1,14.523,255,14.642,0.851,5.594,300,772,131.987,3.961,1.468,0.681,0.875
861,Image_14456-1.jpg (red)-1,80.739,255,34.273,0.864,12.144,344,772,128.047,8.81,1.355,0.738,0.939
862,Image_14456-1.jpg (red)-1,112.032,255,42.992,0.762,15.175,415,780,170.538,10.755,1.335,0.749,0.905
863,Image_14456-1.jpg (red)-1,20.228,255,17.582,0.822,6.139,448,776,151.699,4.649,1.204,0.831,0.873
864,Image_14456-1.jpg (red)-1,12.621,255,13.953,0.815,5.776,540,774,120.256,3.227,1.77,0.565,0.907
