Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Process_320_T0024-1.tif (red),62,50653.053,816.985,58.529,106.590,0.846,0.968,36.650,761.177,612.984,69.496,26.692
