 ,Label,Area,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
22,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,49.241,36.691,0.460,12.620,349,43,152.592,7.572,2.050,0.488,0.719
23,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.449,19.691,0.792,7.247,236,42,113.629,4.775,1.587,0.630,0.882
24,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,62.326,33.271,0.708,13.497,534,42,135.000,7.629,1.936,0.517,0.877
25,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,39.428,23.900,0.867,8.184,577,57,30.466,6.675,1.123,0.890,0.905
26,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.363,12.021,0.988,4.411,281,45,131.186,3.734,1.085,0.922,0.917
27,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,86.086,36.851,0.797,12.990,162,47,116.565,8.538,1.437,0.696,0.919
28,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,19.628,16.129,0.948,5.644,221,51,162.897,4.813,1.160,0.862,0.905
29,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,71.624,38.896,0.595,12.483,302,68,21.448,9.862,1.190,0.840,0.822
30,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,77.133,35.434,0.772,12.448,263,56,143.130,8.514,1.408,0.710,0.908
31,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,27.720,20.379,0.839,7.247,604,59,13.241,5.394,1.339,0.747,0.907
32,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,37.189,25.115,0.741,8.554,626,53,112.834,7.054,1.120,0.893,0.867
33,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,37.361,24.729,0.768,8.870,531,55,100.784,5.965,1.467,0.682,0.886
34,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,31.680,21.938,0.827,8.173,558,56,113.962,5.394,1.542,0.648,0.918
35,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,91.768,36.993,0.843,13.516,204,57,107.879,10.373,1.200,0.834,0.919
36,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,27.375,23.413,0.628,7.873,453,63,161.565,5.451,1.371,0.730,0.824
37,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,32.024,21.594,0.863,8.057,422,72,34.509,5.394,1.464,0.683,0.932
38,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,89.702,38.552,0.758,15.302,635,59,139.399,8.534,1.840,0.543,0.902
39,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,14.807,16.028,0.724,6.482,251,74,50.194,3.776,1.796,0.557,0.856
40,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,57.506,32.584,0.681,11.867,443,62,126.469,8.714,1.455,0.687,0.848
41,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,44.937,25.702,0.855,9.713,378,86,70.017,6.639,1.469,0.681,0.922
42,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,18.250,18.031,0.705,7.423,498,74,26.565,3.897,2.197,0.455,0.841
43,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,55.095,30.639,0.738,11.072,181,91,77.005,7.765,1.449,0.690,0.853
44,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,18.939,16.757,0.848,6.691,577,76,29.745,4.149,1.628,0.614,0.913
45,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,48.381,26.188,0.887,9.325,219,83,32.276,7.464,1.176,0.851,0.929
46,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,21.522,17.646,0.869,6.334,330,71,121.608,4.988,1.119,0.894,0.874
47,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,61.466,31.167,0.795,11.049,349,95,34.287,8.299,1.271,0.787,0.918
48,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,67.492,33.028,0.777,11.173,586,94,21.801,8.707,1.160,0.862,0.908
49,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,42.699,29.223,0.628,10.579,542,89,11.310,6.340,1.707,0.586,0.857
50,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,39.083,24.931,0.790,9.062,311,91,15.945,6.748,1.320,0.758,0.885
51,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,19.800,20.764,0.577,6.482,140,80,129.806,4.593,1.290,0.775,0.878
52,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,34.607,26.934,0.599,10.248,393,82,148.241,4.988,2.515,0.398,0.794
53,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,43.388,28.636,0.665,9.976,161,81,106.928,7.169,1.530,0.654,0.809
54,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,16.701,16.129,0.807,5.984,669,81,123.690,4.046,1.498,0.668,0.851
55,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,19.456,17.059,0.840,6.347,273,82,101.310,4.639,1.339,0.747,0.876
56,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,10.158,11.434,0.976,4.839,281,83,149.036,2.905,1.550,0.645,0.944
57,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,25.998,20.622,0.768,7.247,413,91,13.241,4.931,1.498,0.667,0.853
58,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,44.076,31.570,0.556,12.379,241,109,50.440,5.581,2.546,0.393,0.803
59,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,12.913,13.438,0.899,5.567,615,86,153.435,3.319,1.652,0.605,0.920
60,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,29.958,21.695,0.800,8.299,715,89,143.130,5.688,1.573,0.636,0.866
61,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.019,11.778,0.998,4.488,296,90,146.310,3.521,1.205,0.830,0.928
62,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,14.979,15.097,0.826,5.984,559,100,33.690,4.149,1.322,0.756,0.888
63,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,40.633,25.216,0.803,8.463,666,90,101.310,7.054,1.144,0.874,0.899
64,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,44.765,24.931,0.905,8.957,132,112,76.608,7.042,1.100,0.909,0.914
65,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,22.210,18.132,0.849,6.956,202,107,72.646,4.777,1.455,0.687,0.899
66,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,40.116,25.459,0.778,9.138,217,91,129.472,5.938,1.468,0.681,0.888
67,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,87.808,39.525,0.706,13.911,356,112,17.354,9.841,1.472,0.679,0.873
68,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.793,19.834,0.792,7.480,447,96,160.560,4.411,1.684,0.594,0.906
69,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,14.979,14.226,0.930,5.199,263,96,151.390,4.108,1.200,0.833,0.883
70,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,132.917,48.285,0.716,16.727,486,93,119.745,10.523,1.533,0.652,0.901
71,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,59.572,33.900,0.651,13.687,525,95,165.964,5.692,2.555,0.391,0.906
72,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,277.887,67.004,0.778,24.241,590,114,173.118,15.693,1.481,0.675,0.925
73,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,62.154,31.084,0.808,10.497,738,96,108.435,8.314,1.309,0.764,0.902
74,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,114.667,45.049,0.710,16.161,293,101,138.122,8.861,1.933,0.517,0.903
75,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,73.001,38.653,0.614,13.818,183,100,131.348,8.988,1.481,0.675,0.816
76,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.536,13.337,0.815,5.644,644,102,162.897,2.490,2.315,0.432,0.931
77,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,73.001,35.334,0.735,11.626,714,103,124.824,9.372,1.281,0.781,0.863
78,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,125.342,51.747,0.588,20.813,436,108,156.501,8.421,2.689,0.372,0.887
79,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,18.939,17.545,0.773,6.843,406,113,14.036,4.564,1.586,0.630,0.853
80,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,228.645,61.865,0.751,21.521,685,105,109.134,16.693,1.109,0.902,0.911
81,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,44.937,26.875,0.782,10.373,554,116,16.260,6.639,1.473,0.679,0.895
82,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,12.569,13.681,0.844,5.199,69,111,118.610,3.734,1.223,0.817,0.890
83,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,85.225,44.320,0.545,14.114,525,133,24.305,9.940,1.507,0.664,0.810
84,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,20.833,17.486,0.856,6.561,385,112,145.305,4.149,1.444,0.692,0.934
85,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,14.290,14.368,0.870,5.199,418,116,151.390,4.315,1.254,0.797,0.892
86,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.621,19.549,0.810,6.956,734,114,107.354,5.371,1.353,0.739,0.883
87,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,43.904,28.434,0.682,10.892,206,116,139.635,6.495,1.746,0.573,0.856
88,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,52.168,34.889,0.539,12.097,333,123,149.036,7.785,1.467,0.682,0.736
89,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,51.652,28.920,0.776,11.288,272,119,162.897,5.809,1.874,0.534,0.930
90,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.449,20.278,0.747,8.350,149,136,63.435,4.931,1.852,0.540,0.874
91,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.363,12.465,0.919,4.839,371,126,30.964,3.370,1.505,0.665,0.863
92,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,39.255,24.872,0.797,9.138,394,132,39.472,6.445,1.413,0.708,0.916
93,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.880,12.365,0.976,4.731,252,119,127.875,3.711,1.284,0.779,0.908
94,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,30.819,21.594,0.831,7.388,577,134,51.843,6.224,1.098,0.911,0.899
95,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,36.328,24.729,0.746,9.100,655,121,114.228,6.409,1.534,0.652,0.841
96,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,141.526,51.480,0.671,19.713,72,123,120.343,9.206,2.171,0.461,0.891
97,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,55.612,31.872,0.688,12.923,485,127,132.397,5.575,2.500,0.400,0.877
98,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.621,20.035,0.771,6.956,316,131,162.646,5.809,1.199,0.834,0.859
99,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,16.356,16.028,0.800,5.779,723,128,111.038,4.330,1.274,0.785,0.852
100,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,58.883,29.466,0.852,10.248,435,131,111.371,8.286,1.136,0.881,0.918
101,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,24.276,19.205,0.827,7.651,512,146,49.399,4.949,1.661,0.602,0.881
102,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,13.085,13.094,0.959,5.314,593,140,38.660,3.734,1.259,0.794,0.938
103,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,83.676,38.552,0.707,13.259,276,162,69.864,8.974,1.689,0.592,0.873
104,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,34.090,22.483,0.847,8.173,369,138,156.038,6.031,1.260,0.794,0.892
105,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,52.685,27.948,0.848,9.793,411,151,36.384,7.332,1.336,0.748,0.922
106,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,26.687,19.792,0.856,6.704,475,133,111.801,6.057,1.070,0.934,0.871
107,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,18.422,16.514,0.849,6.168,556,143,19.654,4.149,1.471,0.680,0.903
108,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,89.185,40.414,0.686,15.619,721,158,39.611,8.235,2.168,0.461,0.876
109,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,10.675,12.264,0.892,4.857,301,140,19.983,2.905,1.574,0.635,0.905
110,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,22.727,18.761,0.811,6.805,571,137,142.431,4.786,1.493,0.670,0.898
111,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,212.978,66.039,0.614,23.155,609,182,53.746,14.032,1.333,0.750,0.879
112,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,25.137,20.379,0.761,7.423,47,152,63.435,4.768,1.510,0.662,0.880
113,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,45.109,25.417,0.877,8.664,253,139,106.699,7.303,1.100,0.909,0.913
114,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,92.457,46.792,0.531,19.325,198,141,165.069,6.067,3.580,0.279,0.891
115,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,12.741,13.094,0.934,4.731,526,143,142.125,3.734,1.064,0.940,0.919
116,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,11.363,12.163,0.965,4.488,536,151,56.310,3.319,1.106,0.904,0.964
117,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,18.767,18.618,0.680,7.927,361,143,132.879,4.082,1.831,0.546,0.842
118,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,85.914,39.542,0.690,14.308,310,144,119.539,9.028,1.744,0.573,0.873
119,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,46.142,28.434,0.717,9.976,170,145,106.928,6.530,1.443,0.693,0.863
120,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,43.560,27.320,0.733,10.963,750,146,119.476,6.141,1.802,0.555,0.886
121,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,82.815,36.792,0.769,12.316,113,170,32.619,9.460,1.188,0.842,0.886
122,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,97.278,39.098,0.800,14.193,378,156,164.745,10.467,1.397,0.716,0.897
123,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,16.184,15.097,0.892,5.567,482,158,26.565,4.149,1.137,0.879,0.904
124,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,112.084,46.223,0.659,16.706,505,173,14.381,10.495,1.572,0.636,0.878
125,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,122.587,49.198,0.636,17.958,428,182,40.314,11.538,1.426,0.701,0.858
126,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,13.774,15.198,0.749,5.644,474,154,107.103,3.734,1.570,0.637,0.860
127,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,127.063,47.841,0.698,17.373,58,156,130.156,10.763,1.444,0.692,0.890
128,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,122.243,45.435,0.744,16.204,191,156,140.194,9.999,1.544,0.648,0.918
129,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,15.323,14.024,0.979,5.065,546,164,34.992,4.149,1.065,0.939,0.927
130,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,40.116,25.400,0.781,9.462,668,171,37.875,6.639,1.292,0.774,0.908
131,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,70.591,36.733,0.657,13.187,581,156,114.146,8.714,1.672,0.598,0.841
132,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,156.849,59.032,0.566,22.953,126,205,49.399,9.074,2.832,0.353,0.868
133,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,10.675,12.264,0.892,4.639,228,171,63.435,3.319,1.269,0.788,0.905
134,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,49.586,28.292,0.778,9.976,348,175,16.928,7.285,1.268,0.788,0.886
135,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,32.713,21.653,0.877,8.173,267,180,66.038,5.575,1.384,0.722,0.907
136,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,82.815,40.698,0.628,15.642,326,198,68.199,7.217,2.464,0.406,0.897
137,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,25.482,19.792,0.817,8.057,557,166,145.491,4.530,1.862,0.537,0.892
138,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,58.367,30.052,0.812,10.579,728,187,48.180,7.319,1.338,0.747,0.915
139,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,125.170,47.011,0.712,18.431,163,206,58.815,8.631,2.157,0.464,0.927
140,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,96.589,48.973,0.506,17.033,283,197,34.077,10.271,1.709,0.585,0.777
141,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,33.057,22.969,0.787,7.873,112,171,108.435,6.124,1.143,0.875,0.881
142,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,70.419,39.098,0.579,12.204,393,193,35.311,8.004,1.505,0.664,0.886
143,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,28.408,24.143,0.612,9.898,491,172,146.976,4.082,2.863,0.349,0.819
144,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,22.210,19.004,0.773,8.014,240,173,158.749,3.638,2.324,0.430,0.925
145,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,78.855,36.164,0.758,12.434,661,172,115.710,9.588,1.148,0.871,0.880
146,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,26.687,20.965,0.763,7.651,86,175,130.601,5.056,1.651,0.606,0.864
147,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,14.118,13.681,0.948,5.314,518,176,128.660,4.149,1.219,0.821,0.937
148,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,76.100,35.677,0.751,12.923,417,178,95.528,8.907,1.449,0.690,0.866
149,Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,15.151,14.268,0.935,5.410,461,189,57.529,4.149,1.239,0.807,0.926
