Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Image_14104__2 hour mark_with scale bar-1.tif (red)_after filling in ice crystals-1_after threshold adjustment.tif,800,38720.591,48.401,35.140,26.712,0.769,0.884,9.787,397.445,400.246,88.638,6.366
