Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Process_321_T0025-1.tif (red),63,43148.706,684.900,49.858,96.716,0.839,0.965,33.814,772.095,582.730,92.733,23.628
